term_id,item_id,label
TERM_005e5987,ITEM_5ade197441c0,1
TERM_005e5987,ITEM_fcf530b95885,1
TERM_005e5987,ITEM_28b2086607c1,0
TERM_005e5987,ITEM_ac638f973dd0,0
TERM_005e6054,ITEM_e0e4df8276af,1
TERM_005e6054,ITEM_82c5bd2bef5c,1
TERM_005e6054,ITEM_b02e3889e94b,1
TERM_005e6054,ITEM_c9252a70e5cf,0
TERM_005e6054,ITEM_68fac6bca318,0
TERM_005e6054,ITEM_2bca24281138,0
TERM_00616ee9,ITEM_a6d1aa32a234,1
TERM_00616ee9,ITEM_1a23472f5bc3,1
TERM_00616ee9,ITEM_dcf31c3abc4b,1
TERM_00616ee9,ITEM_00c40ece185a,1
TERM_00616ee9,ITEM_ada2c51ca0cf,1
TERM_00616ee9,ITEM_21b7f3af47ae,1
TERM_0067f134,ITEM_3d3b84f8e652,1
TERM_0067f134,ITEM_3624d8b3558b,1
TERM_0067f134,ITEM_941a101ec6ac,1
TERM_0067f134,ITEM_750d1b4b3027,0
TERM_0067f134,ITEM_7b2f89f7cb13,1
TERM_0067f134,ITEM_51030896b6f0,1
TERM_006d25c9,ITEM_704e0caab2d1,0
TERM_006d25c9,ITEM_431574308b9c,0
TERM_006d25c9,ITEM_42e5057ca9e8,0
TERM_006d25c9,ITEM_afa8cd96b704,0
TERM_006d25c9,ITEM_904b8d558cdb,0
TERM_006d25c9,ITEM_c19aa8a5c76d,0
TERM_006fb101,ITEM_6a499f5a7c51,0
TERM_006fb101,ITEM_604d4fdece6f,0
TERM_006fb101,ITEM_c33fca58e9c6,0
TERM_006fb101,ITEM_a6ea5a718161,1
TERM_006fb101,ITEM_e622e21eb15f,1
TERM_00712cf9,ITEM_a7c70563c6c5,1
TERM_00712cf9,ITEM_19b117bb5202,0
TERM_00712cf9,ITEM_26c6367111e1,1
TERM_00712cf9,ITEM_a3d1343b8a8e,1
TERM_00712cf9,ITEM_bdb3cafab144,1
TERM_00712cf9,ITEM_09c22e935d7e,1
TERM_0072501e,ITEM_7ac82de084a6,1
TERM_0072501e,ITEM_98bd59f251a1,1
TERM_0072501e,ITEM_8827d9634b8d,0
TERM_0072501e,ITEM_d4516ede6dbb,1
TERM_0072501e,ITEM_f6f9a1794f38,0
TERM_0072501e,ITEM_6c288e22b5d2,0
TERM_007551ad,ITEM_f964de60417d,0
TERM_007551ad,ITEM_67beedb9e10b,1
TERM_007551ad,ITEM_6cbfb371be64,1
TERM_007551ad,ITEM_96dffc61c4ca,0
TERM_007551ad,ITEM_ea79ffc762d5,1
TERM_007551ad,ITEM_57ec7d2d0711,0
TERM_0075a532,ITEM_de2ebd912796,1
TERM_0075a532,ITEM_6127aae59487,1
TERM_0075a532,ITEM_b545f8f36ffe,0
TERM_0075a532,ITEM_3adc8da3e5e8,1
TERM_0075a532,ITEM_337707d671e2,1
TERM_0078440f,ITEM_0c6b456af6ae,1
TERM_0078440f,ITEM_720ba5ee2ba0,1
TERM_0078440f,ITEM_28c305f02c40,0
TERM_0078440f,ITEM_1eed6a112035,1
TERM_0078a646,ITEM_ed5f7e604c23,0
TERM_0078a646,ITEM_e2e3490b7c93,1
TERM_0078a646,ITEM_1b1c4749039d,1
TERM_0078a646,ITEM_687d6dc3ebca,1
TERM_0078a646,ITEM_9aafb0fc4865,1
TERM_0078a646,ITEM_1ed8f73da10e,1
TERM_007a161f,ITEM_900c9064f04d,0
TERM_007a161f,ITEM_41d06201e310,1
TERM_007a161f,ITEM_e06db1f323b3,1
TERM_007a161f,ITEM_96a90ea657c8,1
TERM_007a161f,ITEM_63b8e66e7119,1
TERM_007a161f,ITEM_f0e42875283b,1
TERM_007c3f50,ITEM_3f9421b6bca1,1
TERM_007c3f50,ITEM_ab3c474273e7,1
TERM_007c3f50,ITEM_eb6298f7dcd2,1
TERM_007c3f50,ITEM_f98b683e40e0,1
TERM_007c3f50,ITEM_5b0d4098d111,1
TERM_007c3f50,ITEM_286b21cf3a8a,1
TERM_007e09b0,ITEM_d796b30af5c0,1
TERM_007e09b0,ITEM_56a98c497e10,1
TERM_007e09b0,ITEM_ee4f53fe2cda,1
TERM_007e09b0,ITEM_a6281edd6552,1
TERM_007e09b0,ITEM_56a02bcc6e9e,1
TERM_0084e8af,ITEM_073c9ebcacf9,1
TERM_0084e8af,ITEM_d95da7d47e64,1
TERM_0084e8af,ITEM_a85ab5a65a43,1
TERM_0084e8af,ITEM_f408c3c00412,1
TERM_0084e8af,ITEM_5466a7f2ec41,1
TERM_0084e8af,ITEM_d625b8598679,1
TERM_008ee0b1,ITEM_ecb44aaff435,0
TERM_008ee0b1,ITEM_e29101f9ca45,1
TERM_008ee0b1,ITEM_b296c38342d1,1
TERM_008ee0b1,ITEM_024bc4d763ac,1
TERM_008ee0b1,ITEM_44d79e99d2aa,0
TERM_008ee0b1,ITEM_e38227a62ec2,1
TERM_00913fee,ITEM_a36b99ecb9c1,1
TERM_00913fee,ITEM_31b6f8555d34,1
TERM_00913fee,ITEM_28a97eceac35,0
TERM_00913fee,ITEM_c687a9fd085b,0
TERM_00913fee,ITEM_e424a7e3a3e5,1
TERM_00913fee,ITEM_a90252936beb,1
TERM_00920ed4,ITEM_10b6ae432ac9,1
TERM_00920ed4,ITEM_2ab8dd5312cf,1
TERM_00920ed4,ITEM_7e5a0d4704b5,1
TERM_00920ed4,ITEM_b95682d9ccde,1
TERM_00920ed4,ITEM_aadf3c6317c6,1
TERM_00920ed4,ITEM_8fe7390c741e,1
TERM_0094b267,ITEM_a8efdba1c426,0
TERM_0094b267,ITEM_a34962d2ac6f,0
TERM_0094b267,ITEM_7314e00fdcac,0
TERM_0094b267,ITEM_40da765b1f24,0
TERM_0094f94d,ITEM_0805a7539d68,1
TERM_0094f94d,ITEM_23bb90aa1978,1
TERM_0094f94d,ITEM_25a055f27628,1
TERM_0094f94d,ITEM_a45cc6cd0922,1
TERM_0094f94d,ITEM_82fee2ab7ff3,1
TERM_0094f94d,ITEM_3793602c645c,1
TERM_00978bc9,ITEM_dd40e9d9f4c8,0
TERM_00978bc9,ITEM_1ab42ca1a0bd,0
TERM_00978bc9,ITEM_b31547e92d64,0
TERM_00978bc9,ITEM_5cb8d68ec25a,0
TERM_00978bc9,ITEM_6ae63f4fceb6,0
TERM_00978bc9,ITEM_567d891b22de,0
TERM_009a3980,ITEM_3b08de8e27f3,1
TERM_009a3980,ITEM_583bfc529fce,1
TERM_009a3980,ITEM_e70982296e9c,1
TERM_009a3980,ITEM_53d0a4147edc,1
TERM_009a3980,ITEM_d18b40d199a0,1
TERM_009a3980,ITEM_44cf05615237,1
TERM_009f7397,ITEM_8e5ad7f6eb4c,1
TERM_009f7397,ITEM_75dac9e6c220,1
TERM_009f7397,ITEM_d4a6e2aab072,1
TERM_009f7397,ITEM_8afe5b552b64,1
TERM_009f7397,ITEM_a0c3b4ccc7c4,1
TERM_009f7397,ITEM_8c1023043b04,1
TERM_00a1b05d,ITEM_84aefc04aa6a,0
TERM_00a1b05d,ITEM_7c3e8787161b,1
TERM_00a1b05d,ITEM_c5743a1fa210,1
TERM_00a1b05d,ITEM_977027861589,0
TERM_00a1b05d,ITEM_010b0c28c8dc,1
TERM_00a1b05d,ITEM_027d373a1d47,0
TERM_00aa9ff1,ITEM_a66a7eb9987c,1
TERM_00aa9ff1,ITEM_dc3192a13242,1
TERM_00aa9ff1,ITEM_a77d9b87533e,1
TERM_00aa9ff1,ITEM_4d0a030a3516,1
TERM_00aa9ff1,ITEM_b386f5b3b5ea,1
TERM_00aa9ff1,ITEM_7eec3937368e,1
TERM_00aae287,ITEM_a2a11a3ccf61,1
TERM_00aae287,ITEM_f704450323ed,1
TERM_00aae287,ITEM_a6780387b0bb,1
TERM_00aae287,ITEM_c9d6c79eca7d,1
TERM_00aae287,ITEM_de8b0b3d44c8,0
TERM_00ab9445,ITEM_fb737c73975c,1
TERM_00ab9445,ITEM_ced79741097c,1
TERM_00ab9445,ITEM_285107ec74cc,1
TERM_00ab9445,ITEM_18c6278d3966,0
TERM_00b3bf3f,ITEM_160726d12542,1
TERM_00b3bf3f,ITEM_c745d566eade,1
TERM_00b3bf3f,ITEM_15ff576b42e0,0
TERM_00b3bf3f,ITEM_6d72df7df52e,1
TERM_00b3bf3f,ITEM_0ddbcdb7ab19,0
TERM_00b7fd71,ITEM_90a01c18249b,1
TERM_00b7fd71,ITEM_ad3e52a4cd66,0
TERM_00b7fd71,ITEM_2f84f911031e,1
TERM_00b7fd71,ITEM_b0641d07a71d,1
TERM_00b7fd71,ITEM_a43a1f75f831,1
TERM_00bb3ec7,ITEM_8a29b64e8334,1
TERM_00bb3ec7,ITEM_a9aa99c5854c,1
TERM_00bb3ec7,ITEM_e4f01172261b,1
TERM_00bb3ec7,ITEM_c853b65371a0,0
TERM_00bb3ec7,ITEM_788b3d0caaa0,1
TERM_00c63224,ITEM_6e1e2c7f94e3,1
TERM_00c63224,ITEM_0d78195222f4,0
TERM_00c63224,ITEM_6a36d3d4c32e,1
TERM_00c63224,ITEM_53825cc23cce,1
TERM_00c63224,ITEM_0cdaecda7d12,1
TERM_00c63224,ITEM_dd4fd61a7c48,0
TERM_00c6914c,ITEM_38af6e3f7a9c,1
TERM_00c6914c,ITEM_f652138b36a6,1
TERM_00c6914c,ITEM_5457e39bebb0,1
TERM_00c6914c,ITEM_76561b2f0828,1
TERM_00c6914c,ITEM_8106b78156de,1
TERM_00c6914c,ITEM_eec28d0d0039,1
TERM_00c881c1,ITEM_669ff00540a3,1
TERM_00c881c1,ITEM_6563317653cb,0
TERM_00c881c1,ITEM_857d1af5a4fe,0
TERM_00c881c1,ITEM_f35c6fbe12fa,0
TERM_00c881c1,ITEM_11599b7f39b4,0
TERM_00d059af,ITEM_1d33e70a540a,1
TERM_00d059af,ITEM_b8a178e8f49e,1
TERM_00d059af,ITEM_e1da7153e066,1
TERM_00d059af,ITEM_59e14dabc440,1
TERM_00d059af,ITEM_fefd35a7e064,1
TERM_00d5810a,ITEM_82c904f9addd,1
TERM_00d5810a,ITEM_1807586d454a,0
TERM_00d5810a,ITEM_18dce6da6c30,1
TERM_00d5810a,ITEM_f19de4374f46,1
TERM_00d5810a,ITEM_417a93c3eee0,1
TERM_00d5810a,ITEM_3dff7aeeee27,1
TERM_00d68971,ITEM_240ad55e7653,0
TERM_00d68971,ITEM_c8b20688be15,1
TERM_00d68971,ITEM_d1bdcb90d88b,1
TERM_00d68971,ITEM_62feabecc848,1
TERM_00d8eb08,ITEM_a3649cbdca14,1
TERM_00d8eb08,ITEM_30fc8457cb52,0
TERM_00d8eb08,ITEM_c7578d9e92ab,1
TERM_00d8eb08,ITEM_b6bddbd31f1e,1
TERM_00d8eb08,ITEM_76786406ec74,1
TERM_00e02e53,ITEM_d258cd3d8001,1
TERM_00e02e53,ITEM_aa86641a9b18,1
TERM_00e02e53,ITEM_f6a6eeee40ce,0
TERM_00e02e53,ITEM_ebe96bbb2c65,1
TERM_00e02e53,ITEM_b3fea717d3b2,0
TERM_00e02e53,ITEM_e6bfcec248d5,1
TERM_00e3f244,ITEM_574b64489ef3,1
TERM_00e3f244,ITEM_a1c8d68ead05,1
TERM_00e3f244,ITEM_381a41a14445,1
TERM_00e3f244,ITEM_c1368cc78500,0
TERM_00e3f244,ITEM_39f20fde8d6a,1
TERM_00e3f244,ITEM_420bbc086ab6,1
TERM_00e422af,ITEM_574b784f9287,0
TERM_00e422af,ITEM_a81897f3eb73,0
TERM_00e422af,ITEM_d247a324dc0c,1
TERM_00e422af,ITEM_185b4245dd6d,1
TERM_00e422af,ITEM_69de7184b959,1
TERM_00e422af,ITEM_a3b725a927f7,1
TERM_00e74067,ITEM_6f33234e33e7,1
TERM_00e74067,ITEM_130174ca5248,0
TERM_00e74067,ITEM_ad373065f6b4,0
TERM_00e74067,ITEM_b87ebe3d1cff,0
TERM_00e74067,ITEM_eb2f28a0ded7,0
TERM_00eab0fe,ITEM_01868deaa9c1,0
TERM_00eab0fe,ITEM_2623bbb709e9,1
TERM_00eab0fe,ITEM_e8815d542802,1
TERM_00eab0fe,ITEM_7163cdcd82ef,1
TERM_00eab0fe,ITEM_bb22383e4796,1
TERM_00eb1e33,ITEM_2c43f2fd0526,1
TERM_00eb1e33,ITEM_fb89f8d998a9,1
TERM_00eb1e33,ITEM_3e712719d7f0,0
TERM_00eb1e33,ITEM_a5fb96b30fd4,1
TERM_00eb1e33,ITEM_e454b0bc67b9,0
TERM_00eb1e33,ITEM_c88406084684,1
TERM_00eed81d,ITEM_52a3b3704e12,0
TERM_00eed81d,ITEM_c07d6a6ea049,1
TERM_00eed81d,ITEM_2a1dddbf86a1,1
TERM_00eed81d,ITEM_c70465edec3d,1
TERM_00eed81d,ITEM_4a7a37cf9c56,1
TERM_00eed81d,ITEM_c97040e2fccc,1
TERM_00ef91a2,ITEM_471cc81ca21a,1
TERM_00ef91a2,ITEM_a3ee0e48e285,1
TERM_00ef91a2,ITEM_6b51672ca0c0,1
TERM_00ef91a2,ITEM_c97040e2fccc,1
TERM_00ef91a2,ITEM_afce930b786b,1
TERM_00f547c8,ITEM_cb902d599440,1
TERM_00f547c8,ITEM_8f36c677a11a,1
TERM_00f547c8,ITEM_c1d3ccd0d0a2,1
TERM_00f547c8,ITEM_3ad9a7adcbfc,1
TERM_00f547c8,ITEM_0ffbe432695a,1
TERM_00f547c8,ITEM_48941df83a54,1
TERM_00f894be,ITEM_1b885087fdb6,1
TERM_00f894be,ITEM_85d267680835,1
TERM_00f894be,ITEM_c323d6ed327f,1
TERM_00f894be,ITEM_9075465bfcc6,1
TERM_00f894be,ITEM_c6ff930ad8d9,0
TERM_00f894be,ITEM_7c7bcb90ea93,0
TERM_00fa0b83,ITEM_c836f846cea1,1
TERM_00fa0b83,ITEM_56b7b31adc42,1
TERM_00fa0b83,ITEM_c4fba61b3a0e,1
TERM_00fa0b83,ITEM_e0a5639c3564,1
TERM_00fa0b83,ITEM_8400077527db,1
TERM_00fa0b83,ITEM_5ecd8dd66622,1
TERM_01019813,ITEM_512c490468ac,1
TERM_01019813,ITEM_1be7f3ade51b,1
TERM_01019813,ITEM_6f6785fb5688,1
TERM_01019813,ITEM_651028659658,1
TERM_01019813,ITEM_3cecae62d5f8,1
TERM_01019813,ITEM_64239ae0638b,1
TERM_01020c6e,ITEM_e7de89f65619,1
TERM_01020c6e,ITEM_db4329c0ee19,1
TERM_01020c6e,ITEM_cb850025723a,1
TERM_01020c6e,ITEM_b37a6fb439f0,1
TERM_01020c6e,ITEM_620ea1147c88,0
TERM_01042358,ITEM_6c87136243f9,1
TERM_01042358,ITEM_00a9b65a99f4,0
TERM_01042358,ITEM_23b10eb7d4d6,1
TERM_01042358,ITEM_1b51d54b8d89,1
TERM_01042358,ITEM_d6d8867a679f,1
TERM_010978e7,ITEM_ef74f034e4c4,0
TERM_010978e7,ITEM_39ce1f2f8b2b,0
TERM_010978e7,ITEM_1935d5a86c0f,1
TERM_010978e7,ITEM_c111ba745d66,1
TERM_010978e7,ITEM_ba84598eea0b,1
TERM_010978e7,ITEM_17a2a8a3090c,0
TERM_010b17df,ITEM_1c78d7b115bc,1
TERM_010b17df,ITEM_30821888749f,1
TERM_010b17df,ITEM_507655226320,1
TERM_010b17df,ITEM_8bf09578d7bc,1
TERM_010b17df,ITEM_dc2914e5ce4e,0
TERM_010b17df,ITEM_bb2964d5d51e,1
TERM_010e2fe5,ITEM_f94830abab56,0
TERM_010e2fe5,ITEM_b784c2e9f512,0
TERM_010e2fe5,ITEM_2bbc195402d5,1
TERM_010e2fe5,ITEM_58cd8775736b,0
TERM_010e2fe5,ITEM_0da23fa82ace,1
TERM_010ec01d,ITEM_c5a07a2e99fc,0
TERM_010ec01d,ITEM_c18db98d2338,0
TERM_010ec01d,ITEM_a94b83b462ed,0
TERM_010ec01d,ITEM_ee33fc95cc93,0
TERM_010ec01d,ITEM_ef93fcd1d707,0
TERM_010ec01d,ITEM_9a32519048f4,0
TERM_01143f3b,ITEM_20b8caa92500,1
TERM_01143f3b,ITEM_16ab6cf3b27f,1
TERM_01143f3b,ITEM_de243b051599,1
TERM_01143f3b,ITEM_4d24271271d9,1
TERM_01143f3b,ITEM_9a25b81fb9ea,1
TERM_01143f3b,ITEM_941599cdd72d,1
TERM_0118569e,ITEM_a8ddc974249c,1
TERM_0118569e,ITEM_16a7424f70fb,0
TERM_0118569e,ITEM_7c2b7cf0ed27,0
TERM_0118569e,ITEM_8a6698cef56a,0
TERM_0118569e,ITEM_bbbe1b817263,0
TERM_0118569e,ITEM_4eed3ff19c3f,1
TERM_011f4b02,ITEM_9a72e22d7b09,0
TERM_011f4b02,ITEM_0995667c9e72,0
TERM_011f4b02,ITEM_b230b5a23838,0
TERM_011f4b02,ITEM_2f94d4efc10f,1
TERM_011f4b02,ITEM_be01ac7240cf,1
TERM_011f4b02,ITEM_7d6efeb005e1,0
TERM_0121f913,ITEM_2884fbb9a641,1
TERM_0121f913,ITEM_dcfa8ddbfb23,1
TERM_0121f913,ITEM_450b5e8c5cf1,0
TERM_0121f913,ITEM_7bb236922a36,0
TERM_0121f913,ITEM_009e74bdbfe2,0
TERM_0121f913,ITEM_1374df532144,1
TERM_01264562,ITEM_b5d64b4f6be9,1
TERM_01264562,ITEM_1517f26fdd8f,1
TERM_01264562,ITEM_648b324fa0a2,1
TERM_01264562,ITEM_5abc98b77899,1
TERM_01264562,ITEM_27651486a256,1
TERM_01264562,ITEM_a7ffa8ce70e5,1
TERM_01288cda,ITEM_673835c4b6df,0
TERM_01288cda,ITEM_210f3fa47669,0
TERM_01288cda,ITEM_57d559011419,0
TERM_01288cda,ITEM_9831e8dcc792,0
TERM_01288cda,ITEM_64e454d55425,0
TERM_01288cda,ITEM_21fab0a5cc9b,0
TERM_012c6906,ITEM_f3d32197712e,1
TERM_012c6906,ITEM_f68e84592686,0
TERM_012c6906,ITEM_4c4fa4405c51,1
TERM_012c6906,ITEM_c619a0d74172,1
TERM_012c6906,ITEM_81dd7ef21e04,1
TERM_012c6906,ITEM_fadb8ee6bd69,0
TERM_012eeca4,ITEM_506ddcfdaf5f,1
TERM_012eeca4,ITEM_8a947cc77dc4,1
TERM_012eeca4,ITEM_a7a6ebbc318c,1
TERM_012eeca4,ITEM_dbdbe5009459,1
TERM_012eeca4,ITEM_74d90a8901f3,1
TERM_012eeca4,ITEM_a3ff63a50a59,1
TERM_01312185,ITEM_c98c13696a05,1
TERM_01312185,ITEM_e52494470deb,1
TERM_01312185,ITEM_01c3961bf5c6,1
TERM_01312185,ITEM_30320d787f9f,1
TERM_01312185,ITEM_ef7c7667532c,1
TERM_01312185,ITEM_afc105f2477d,0
TERM_01312dc7,ITEM_395f336c1584,1
TERM_01312dc7,ITEM_b5121357d15b,1
TERM_01312dc7,ITEM_0ccde2299145,1
TERM_01312dc7,ITEM_d3e674246eee,1
TERM_01312dc7,ITEM_9648212b86a0,1
TERM_01388985,ITEM_f45eb94bde1f,1
TERM_01388985,ITEM_6804bf2ca7d9,1
TERM_01388985,ITEM_22b071d8d8ee,1
TERM_01388985,ITEM_040f616eb990,0
TERM_01388985,ITEM_f82b9c24e045,1
TERM_01388985,ITEM_e49f2fe45590,1
TERM_013f156e,ITEM_5554f049c653,0
TERM_013f156e,ITEM_b0cb00f8b6e8,1
TERM_013f156e,ITEM_7b61859be936,1
TERM_013f156e,ITEM_13940acd7f0c,1
TERM_013f156e,ITEM_1a3808108082,0
TERM_013f156e,ITEM_73b4dd08c3a1,0
TERM_01452ccd,ITEM_e76e23b443b0,1
TERM_01452ccd,ITEM_9945c9b62f60,1
TERM_01452ccd,ITEM_f2f08bdc2032,0
TERM_01452ccd,ITEM_d69b8b03df4a,1
TERM_01452ccd,ITEM_05490dcd3236,1
TERM_01452ccd,ITEM_7ded6f777598,1
TERM_01513f16,ITEM_906bcfa2dc40,1
TERM_01513f16,ITEM_6c596da45baf,1
TERM_01513f16,ITEM_7df51c30b760,1
TERM_01513f16,ITEM_373a5c1883a5,0
TERM_01513f16,ITEM_574946368cc3,1
TERM_01513f16,ITEM_3f23278af121,0
TERM_01538657,ITEM_9735be4f2468,1
TERM_01538657,ITEM_69fd249a35f5,1
TERM_01538657,ITEM_23cf319a7c95,0
TERM_01538657,ITEM_16798a4c23d3,1
TERM_01538657,ITEM_cb4b010cdca2,1
TERM_015779b6,ITEM_4b91eb69276c,1
TERM_015779b6,ITEM_436005d506ba,1
TERM_015779b6,ITEM_60a95ce49a9c,1
TERM_015779b6,ITEM_363490493922,0
TERM_015779b6,ITEM_d446e0b34eae,1
TERM_015779b6,ITEM_751b1de76faa,1
TERM_01659650,ITEM_d234cd1aa6ba,1
TERM_01659650,ITEM_5cc1a98ac762,1
TERM_01659650,ITEM_a181ac2bfb00,1
TERM_01659650,ITEM_85eedd75c501,1
TERM_01659650,ITEM_d9800ce5a7ad,1
TERM_01659650,ITEM_98073789869b,1
TERM_016df0cc,ITEM_2dcdb3b91cb2,1
TERM_016df0cc,ITEM_c62629c1b253,1
TERM_016df0cc,ITEM_5b3aa19189dd,1
TERM_016df0cc,ITEM_ac4ef596f4fc,1
TERM_016df0cc,ITEM_ca7d0f135e66,0
TERM_016df0cc,ITEM_ab063ddd6287,0
TERM_0170f812,ITEM_319fbff922c1,1
TERM_0170f812,ITEM_76b24bf6e68b,1
TERM_0170f812,ITEM_a1fbd674b765,1
TERM_0170f812,ITEM_9a1613eac319,1
TERM_0170f812,ITEM_49091ddfd0c6,1
TERM_0170f812,ITEM_f9229e05d11a,1
TERM_017352ee,ITEM_37e14e246fe8,1
TERM_017352ee,ITEM_3f034b0ae59a,1
TERM_017352ee,ITEM_2d37ae255d62,1
TERM_017352ee,ITEM_2ea69d4238bc,1
